date,AverageTemperature
1933-08-01,6.3660000000000005
1933-09-01,8.526
1933-10-01,9.939
1933-11-01,11.53
1933-12-01,14.247
1934-01-01,13.707
1934-02-01,14.916
1934-03-01,12.962
1934-04-01,11.408
1934-05-01,7.676
1934-06-01,5.808
1934-07-01,4.754
1934-08-01,6.686999999999999
1934-09-01,8.549999999999999
1934-10-01,10.094
1934-11-01,13.337
1934-12-01,16.545
1935-01-01,17.012
1935-02-01,17.035999999999998
1935-03-01,14.671
1935-04-01,12.076
1935-05-01,7.729
1935-06-01,5.877999999999999
1935-07-01,5.1
1935-08-01,6.5920000000000005
1935-09-01,6.936999999999999
1935-10-01,10.314
1935-11-01,10.699000000000002
1935-12-01,15.618
1936-01-01,15.412
1936-02-01,14.747
1936-03-01,12.081
1936-04-01,11.748
1936-05-01,7.2840000000000025
1936-06-01,5.837999999999999
1936-07-01,4.931
1936-08-01,7.31
1936-09-01,7.935999999999999
1936-10-01,11.045
1936-11-01,12.014000000000001
1936-12-01,12.872
1937-01-01,14.148
1937-02-01,13.058
1937-03-01,13.306
1937-04-01,10.213
1937-05-01,8.291
1937-06-01,4.782
1937-07-01,4.766
1937-08-01,6.7319999999999975
1937-09-01,8.059
1937-10-01,9.436
1937-11-01,12.418
1937-12-01,14.987
1938-01-01,16.179000000000002
1938-02-01,17.689999999999994
1938-03-01,15.373
1938-04-01,13.718
1938-05-01,9.576
1938-06-01,6.15
1938-07-01,4.55
1938-08-01,6.7319999999999975
1938-09-01,8.455
1938-10-01,10.587
1938-11-01,12.682
1938-12-01,12.877
1939-01-01,13.252
1939-02-01,14.198
1939-03-01,13.892999999999999
1939-04-01,11.272
1939-05-01,8.617
1939-06-01,7.184
1939-07-01,3.7889999999999997
1939-08-01,6.004
1939-09-01,8.234
1939-10-01,9.572
1939-11-01,12.205
1939-12-01,14.43
1940-01-01,15.819
1940-02-01,14.087
1940-03-01,12.548
1940-04-01,9.389
1940-05-01,7.254
1940-06-01,5.846
1940-07-01,5.254
1940-08-01,7.06
1940-09-01,8.724
1940-10-01,9.909
1940-11-01,11.288
1940-12-01,14.709
1941-01-01,15.904000000000002
1941-02-01,15.215
1941-03-01,14.477
1941-04-01,9.77
1941-05-01,8.286
1941-06-01,4.718999999999999
1941-07-01,5.318
1941-08-01,5.505999999999999
1941-09-01,8.257
1941-10-01,9.246
1941-11-01,11.567
1941-12-01,13.251
1942-01-01,14.034
1942-02-01,14.416
1942-03-01,13.377
1942-04-01,11.255999999999998
1942-05-01,8.655
1942-06-01,6.341
1942-07-01,5.9179999999999975
1942-08-01,6.93
1942-09-01,8.783999999999999
1942-10-01,10.895
1942-11-01,12.168
1942-12-01,13.08
1943-01-01,15.041
1943-02-01,15.017
1943-03-01,12.786
1943-04-01,11.111
1943-05-01,7.309
1943-06-01,6.254
1943-07-01,4.881
1943-08-01,5.399
1943-09-01,7.919
1943-10-01,9.535
1943-11-01,12.46
1943-12-01,14.699000000000002
1944-01-01,15.546
1944-02-01,15.412
1944-03-01,13.802
1944-04-01,11.866
1944-05-01,7.695
1944-06-01,5.5870000000000015
1944-07-01,5.597
1944-08-01,6.093999999999999
1944-09-01,7.8969999999999985
1944-10-01,10.02
1944-11-01,11.845
1944-12-01,12.775
1945-01-01,15.574000000000002
1945-02-01,15.444
1945-03-01,13.113
1945-04-01,10.901
1945-05-01,7.348
1945-06-01,4.865
1945-07-01,4.489
1945-08-01,7.521
1945-09-01,8.328
1945-10-01,8.666
1945-11-01,12.597
1945-12-01,11.863
1946-01-01,14.31
1946-02-01,15.136
1946-03-01,13.985999999999999
1946-04-01,11.353
1946-05-01,8.976
1946-06-01,6.38
1946-07-01,6.439
1946-08-01,6.705
1946-09-01,8.540999999999999
1946-10-01,9.377
1946-11-01,9.611
1946-12-01,12.54
1947-01-01,13.809
1947-02-01,14.439
1947-03-01,13.800999999999998
1947-04-01,10.889000000000001
1947-05-01,8.422
1947-06-01,6.1129999999999995
1947-07-01,5.699
1947-08-01,6.9499999999999975
1947-09-01,8.742999999999999
1947-10-01,10.072
1947-11-01,12.26
1947-12-01,14.509
1948-01-01,16.090999999999998
1948-02-01,15.168
1948-03-01,14.367
1948-04-01,11.152000000000001
1948-05-01,8.722999999999999
1948-06-01,5.829
1948-07-01,6.4179999999999975
1948-08-01,6.71
1948-09-01,8.931999999999997
1948-10-01,10.009
1948-11-01,11.722
1948-12-01,13.866
1949-01-01,14.193
1949-02-01,16.23
1949-03-01,13.099
1949-04-01,9.584
1949-05-01,8.136000000000001
1949-06-01,6.5089999999999995
1949-07-01,6.771999999999999
1949-08-01,6.4259999999999975
1949-09-01,7.997000000000001
1949-10-01,11.291
1949-11-01,11.985
1949-12-01,13.354
1950-01-01,15.277
1950-02-01,14.505
1950-03-01,13.068
1950-04-01,10.505
1950-05-01,9.944
1950-06-01,6.155
1950-07-01,5.75
1950-08-01,5.947
1950-09-01,8.706999999999999
1950-10-01,10.777
1950-11-01,12.702
1950-12-01,14.079
1951-01-01,14.702
1951-02-01,14.791
1951-03-01,14.072
1951-04-01,11.244000000000002
1951-05-01,7.3770000000000024
1951-06-01,4.6530000000000005
1951-07-01,5.542000000000002
1951-08-01,5.537999999999999
1951-09-01,8.407
1951-10-01,10.105
1951-11-01,12.013
1951-12-01,12.472
1952-01-01,13.807
1952-02-01,15.47
1952-03-01,13.075
1952-04-01,11.117
1952-05-01,8.264
1952-06-01,6.007999999999999
1952-07-01,4.708
1952-08-01,7.045
1952-09-01,8.731
1952-10-01,10.572
1952-11-01,11.797
1952-12-01,14.275
1953-01-01,14.190999999999999
1953-02-01,14.285
1953-03-01,13.450999999999999
1953-04-01,10.771
1953-05-01,8.485
1953-06-01,6.0470000000000015
1953-07-01,5.337999999999999
1953-08-01,6.8629999999999995
1953-09-01,8.540999999999999
1953-10-01,9.577
1953-11-01,12.996
1953-12-01,14.086
1954-01-01,14.972
1954-02-01,16.15
1954-03-01,14.627
1954-04-01,10.352
1954-05-01,9.19
1954-06-01,7.255
1954-07-01,5.414
1954-08-01,6.204
1954-09-01,7.9659999999999975
1954-10-01,9.664
1954-11-01,13.408
1954-12-01,14.083
1955-01-01,15.304
1955-02-01,16.283
1955-03-01,14.325999999999999
1955-04-01,12.03
1955-05-01,9.665
1955-06-01,5.6320000000000014
1955-07-01,4.855
1955-08-01,7.08
1955-09-01,8.866999999999997
1955-10-01,10.987
1955-11-01,12.079
1955-12-01,14.535
1956-01-01,17.391
1956-02-01,15.446
1956-03-01,13.208
1956-04-01,13.599
1956-05-01,9.028
1956-06-01,7.255
1956-07-01,5.739
1956-08-01,6.43
1956-09-01,8.796999999999997
1956-10-01,10.815
1956-11-01,12.365
1956-12-01,14.144
1957-01-01,15.349
1957-02-01,16.253
1957-03-01,14.902999999999999
1957-04-01,11.923
1957-05-01,8.954
1957-06-01,6.362
1957-07-01,4.824
1957-08-01,7.093
1957-09-01,8.58
1957-10-01,9.3
1957-11-01,11.802
1957-12-01,12.75
1958-01-01,14.255999999999998
1958-02-01,16.433
1958-03-01,14.731
1958-04-01,10.124
1958-05-01,8.482000000000001
1958-06-01,6.2410000000000005
1958-07-01,4.565
1958-08-01,6.646999999999999
1958-09-01,7.947999999999999
1958-10-01,11.25
1958-11-01,12.890999999999998
1958-12-01,14.664
1959-01-01,16.177
1959-02-01,15.201
1959-03-01,14.015
1959-04-01,11.22
1959-05-01,6.3180000000000005
1959-06-01,5.617999999999999
1959-07-01,5.6579999999999995
1959-08-01,6.569999999999999
1959-09-01,8.87
1959-10-01,9.13
1959-11-01,12.166
1959-12-01,14.359000000000002
1960-01-01,15.581
1960-02-01,15.099
1960-03-01,12.859000000000002
1960-04-01,10.889000000000001
1960-05-01,8.936
1960-06-01,6.455
1960-07-01,5.975
1960-08-01,6.162999999999999
1960-09-01,8.667
1960-10-01,10.95
1960-11-01,12.035
1960-12-01,13.047
1961-01-01,15.068
1961-02-01,15.165
1961-03-01,12.985
1961-04-01,10.925999999999998
1961-05-01,8.145
1961-06-01,5.872999999999998
1961-07-01,5.271
1961-08-01,6.001
1961-09-01,7.814999999999999
1961-10-01,11.637
1961-11-01,12.441
1961-12-01,15.100999999999999
1962-01-01,16.512
1962-02-01,15.189
1962-03-01,14.21
1962-04-01,11.152000000000001
1962-05-01,10.09
1962-06-01,7.115
1962-07-01,6.314
1962-08-01,6.973
1962-09-01,8.523
1962-10-01,11.421
1962-11-01,12.312000000000001
1962-12-01,13.979
1963-01-01,15.752
1963-02-01,16.111
1963-03-01,13.325999999999999
1963-04-01,9.991
1963-05-01,8.288
1963-06-01,5.449
1963-07-01,5.205
1963-08-01,5.726
1963-09-01,8.44
1963-10-01,10.640999999999998
1963-11-01,11.117
1963-12-01,12.952
1964-01-01,14.002
1964-02-01,15.15
1964-03-01,13.694
1964-04-01,10.702
1964-05-01,7.7970000000000015
1964-06-01,5.813
1964-07-01,6.315
1964-08-01,6.566
1964-09-01,8.299
1964-10-01,9.983
1964-11-01,11.793
1964-12-01,14.616
1965-01-01,16.165
1965-02-01,14.279000000000002
1965-03-01,13.439
1965-04-01,10.765999999999998
1965-05-01,7.907999999999999
1965-06-01,6.0729999999999995
1965-07-01,4.441
1965-08-01,6.105
1965-09-01,8.555
1965-10-01,9.102
1965-11-01,11.372
1965-12-01,13.527
1966-01-01,14.769
1966-02-01,16.868
1966-03-01,14.639
1966-04-01,11.406
1966-05-01,7.462999999999999
1966-06-01,5.9110000000000005
1966-07-01,5.084
1966-08-01,5.68
1966-09-01,8.199
1966-10-01,9.916
1966-11-01,11.515999999999998
1966-12-01,13.288
1967-01-01,14.595999999999998
1967-02-01,14.605
1967-03-01,14.228
1967-04-01,11.318
1967-05-01,8.597999999999999
1967-06-01,5.587999999999999
1967-07-01,5.294
1967-08-01,7.946999999999999
1967-09-01,7.810999999999999
1967-10-01,10.677
1967-11-01,11.527000000000001
1967-12-01,13.864
1968-01-01,14.672
1968-02-01,15.225999999999999
1968-03-01,15.998
1968-04-01,11.113
1968-05-01,9.274
1968-06-01,6.289
1968-07-01,4.782
1968-08-01,7.057
1968-09-01,7.7849999999999975
1968-10-01,9.555
1968-11-01,11.439
1968-12-01,12.945
1969-01-01,14.777
1969-02-01,14.474
1969-03-01,13.82
1969-04-01,10.434000000000001
1969-05-01,8.337
1969-06-01,4.96
1969-07-01,4.751
1969-08-01,6.7570000000000014
1969-09-01,9.729
1969-10-01,9.219
1969-11-01,12.826
1969-12-01,15.308
1970-01-01,16.582
1970-02-01,15.22
1970-03-01,14.845
1970-04-01,11.978
1970-05-01,7.676
1970-06-01,6.81
1970-07-01,6.4220000000000015
1970-08-01,7.415
1970-09-01,8.834999999999997
1970-10-01,10.681
1970-11-01,12.777000000000001
1970-12-01,14.552
1971-01-01,16.134999999999998
1971-02-01,16.705
1971-03-01,14.27
1971-04-01,11.687000000000001
1971-05-01,9.536
1971-06-01,7.785
1971-07-01,5.367999999999999
1971-08-01,7.519
1971-09-01,8.812000000000003
1971-10-01,10.338
1971-11-01,12.219000000000001
1971-12-01,14.647
1972-01-01,14.565999999999999
1972-02-01,14.633
1972-03-01,15.015
1972-04-01,11.629
1972-05-01,8.25
1972-06-01,4.848
1972-07-01,5.843
1972-08-01,5.615
1972-09-01,9.361
1972-10-01,10.643
1972-11-01,13.543
1972-12-01,12.729
1973-01-01,15.182
1973-02-01,15.74
1973-03-01,14.252
1973-04-01,11.342
1973-05-01,8.927999999999997
1973-06-01,6.6320000000000014
1973-07-01,5.279999999999999
1973-08-01,6.7829999999999995
1973-09-01,9.308
1973-10-01,10.591
1973-11-01,12.679
1973-12-01,14.51
1974-01-01,14.754
1974-02-01,16.923
1974-03-01,13.100999999999999
1974-04-01,11.795
1974-05-01,8.96
1974-06-01,6.239
1974-07-01,6.3660000000000005
1974-08-01,6.282
1974-09-01,9.28
1974-10-01,10.314
1974-11-01,13.264000000000001
1974-12-01,15.487
1975-01-01,17.034000000000002
1975-02-01,16.241
1975-03-01,15.357
1975-04-01,11.924
1975-05-01,9.339
1975-06-01,5.5539999999999985
1975-07-01,5.346
1975-08-01,7.183
1975-09-01,8.629999999999999
1975-10-01,10.35
1975-11-01,11.609000000000002
1975-12-01,13.04
1976-01-01,14.777999999999999
1976-02-01,13.208
1976-03-01,14.054
1976-04-01,11.379
1976-05-01,8.201
1976-06-01,5.393
1976-07-01,5.627999999999999
1976-08-01,6.965
1976-09-01,7.855999999999999
1976-10-01,9.403
1976-11-01,10.911
1976-12-01,13.925
1977-01-01,14.125
1977-02-01,15.3
1977-03-01,14.333
1977-04-01,11.249
1977-05-01,7.0070000000000014
1977-06-01,6.14
1977-07-01,5.8629999999999995
1977-08-01,6.675
1977-09-01,6.7379999999999995
1977-10-01,9.817
1977-11-01,11.312000000000001
1977-12-01,13.005999999999998
1978-01-01,15.964
1978-02-01,16.319000000000006
1978-03-01,14.533
1978-04-01,13.298
1978-05-01,9.003
1978-06-01,5.529
1978-07-01,6.2929999999999975
1978-08-01,7.226
1978-09-01,8.613
1978-10-01,9.574
1978-11-01,12.289
1978-12-01,13.872
1979-01-01,15.47
1979-02-01,14.901
1979-03-01,14.819
1979-04-01,11.325
1979-05-01,8.179
1979-06-01,7.0310000000000015
1979-07-01,6.164
1979-08-01,6.3420000000000005
1979-09-01,8.796999999999997
1979-10-01,10.265
1979-11-01,12.933
1979-12-01,13.96
1980-01-01,15.466
1980-02-01,15.231
1980-03-01,13.115
1980-04-01,10.916
1980-05-01,9.023
1980-06-01,6.141
1980-07-01,5.449
1980-08-01,6.752000000000002
1980-09-01,9.138
1980-10-01,11.021
1980-11-01,11.067
1980-12-01,13.877
1981-01-01,16.136
1981-02-01,15.828
1981-03-01,15.222
1981-04-01,12.408
1981-05-01,8.321
1981-06-01,6.957000000000002
1981-07-01,5.8089999999999975
1981-08-01,5.8370000000000015
1981-09-01,8.081
1981-10-01,10.265
1981-11-01,12.512
1981-12-01,15.254
1982-01-01,15.372
1982-02-01,16.063
1982-03-01,13.999
1982-04-01,10.074
1982-05-01,8.809000000000003
1982-06-01,5.519
1982-07-01,4.9860000000000015
1982-08-01,7.0
1982-09-01,8.293
1982-10-01,8.971
1982-11-01,12.588
1982-12-01,12.71
1983-01-01,13.974
1983-02-01,14.249
1983-03-01,13.539
1983-04-01,10.857000000000001
1983-05-01,8.248000000000001
1983-06-01,6.093
1983-07-01,5.122000000000001
1983-08-01,6.8729999999999976
1983-09-01,8.767000000000001
1983-10-01,10.677
1983-11-01,12.023
1983-12-01,13.118
1984-01-01,13.934
1984-02-01,15.177
1984-03-01,14.873
1984-04-01,11.241
1984-05-01,7.877999999999999
1984-06-01,7.272
1984-07-01,6.566
1984-08-01,7.643
1984-09-01,8.594999999999999
1984-10-01,10.127
1984-11-01,13.287
1984-12-01,14.972999999999999
1985-01-01,16.535
1985-02-01,15.578
1985-03-01,13.795
1985-04-01,11.486
1985-05-01,8.42
1985-06-01,7.292999999999998
1985-07-01,6.672999999999999
1985-08-01,6.603
1985-09-01,9.119
1985-10-01,9.759
1985-11-01,12.194
1985-12-01,14.911
1986-01-01,16.995
1986-02-01,15.839
1986-03-01,14.052
1986-04-01,12.211
1986-05-01,8.703
1986-06-01,6.315
1986-07-01,5.1960000000000015
1986-08-01,6.0870000000000015
1986-09-01,8.359
1986-10-01,10.827
1986-11-01,12.394
1986-12-01,14.341
1987-01-01,16.418
1987-02-01,14.886
1987-03-01,13.399
1987-04-01,11.257
1987-05-01,9.358
1987-06-01,6.784
1987-07-01,6.077999999999999
1987-08-01,7.875999999999999
1987-09-01,8.818999999999997
1987-10-01,10.646
1987-11-01,12.813
1987-12-01,14.076
1988-01-01,15.46
1988-02-01,15.890999999999998
1988-03-01,13.219
1988-04-01,10.096
1988-05-01,8.106
1988-06-01,6.984999999999999
1988-07-01,6.8
1988-08-01,7.217
1988-09-01,9.97
1988-10-01,11.065
1988-11-01,13.058
1988-12-01,15.254
1989-01-01,16.8
1989-02-01,15.466
1989-03-01,14.620999999999999
1989-04-01,11.704
1989-05-01,8.998000000000003
1989-06-01,6.837999999999999
1989-07-01,5.3
1989-08-01,7.303
1989-09-01,9.887
1989-10-01,11.455
1989-11-01,13.163
1989-12-01,13.823
1990-01-01,15.652
1990-02-01,17.076999999999998
1990-03-01,14.914
1990-04-01,12.011
1990-05-01,9.485
1990-06-01,6.561
1990-07-01,6.162999999999999
1990-08-01,7.2879999999999985
1990-09-01,8.177
1990-10-01,10.755
1990-11-01,12.733
1990-12-01,14.416
1991-01-01,15.525
1991-02-01,15.174
1991-03-01,14.145999999999999
1991-04-01,10.65
1991-05-01,8.746
1991-06-01,5.605
1991-07-01,5.287999999999999
1991-08-01,7.704
1991-09-01,9.068
1991-10-01,10.091
1991-11-01,10.877
1991-12-01,13.538
1992-01-01,15.437
1992-02-01,14.634
1992-03-01,12.435
1992-04-01,9.359
1992-05-01,7.032
1992-06-01,5.355
1992-07-01,6.0870000000000015
1992-08-01,5.882999999999999
1992-09-01,7.225999999999999
1992-10-01,9.629
1992-11-01,12.824000000000002
1992-12-01,13.333
1993-01-01,14.464
1993-02-01,14.345
1993-03-01,12.791
1993-04-01,10.26
1993-05-01,8.899000000000003
1993-06-01,7.362999999999999
1993-07-01,5.9
1993-08-01,6.1
1993-09-01,7.762
1993-10-01,10.823
1993-11-01,10.895
1993-12-01,13.257
1994-01-01,15.764
1994-02-01,16.053
1994-03-01,13.082999999999998
1994-04-01,11.41
1994-05-01,8.936
1994-06-01,5.7829999999999995
1994-07-01,5.4460000000000015
1994-08-01,7.057
1994-09-01,7.696999999999999
1994-10-01,9.411
1994-11-01,12.004
1994-12-01,13.863
1995-01-01,15.435
1995-02-01,15.954
1995-03-01,14.197
1995-04-01,12.44
1995-05-01,9.359
1995-06-01,6.271
1995-07-01,4.712
1995-08-01,6.515
1995-09-01,8.558
1995-10-01,9.915
1995-11-01,11.653
1995-12-01,14.844
1996-01-01,16.114
1996-02-01,15.873
1996-03-01,13.298
1996-04-01,12.021
1996-05-01,8.652000000000001
1996-06-01,5.747000000000001
1996-07-01,5.632999999999999
1996-08-01,6.234999999999999
1996-09-01,9.807
1996-10-01,10.752
1996-11-01,11.354000000000001
1996-12-01,13.436
1997-01-01,14.289
1997-02-01,15.743
1997-03-01,13.379
1997-04-01,10.625
1997-05-01,9.609
1997-06-01,6.3889999999999985
1997-07-01,5.377000000000002
1997-08-01,6.737
1997-09-01,7.9769999999999985
1997-10-01,10.549
1997-11-01,12.167
1997-12-01,13.663
1998-01-01,15.876
1998-02-01,17.698999999999995
1998-03-01,15.34
1998-04-01,11.754
1998-05-01,9.469
1998-06-01,7.1389999999999985
1998-07-01,7.542000000000002
1998-08-01,6.8009999999999975
1998-09-01,9.529
1998-10-01,11.333
1998-11-01,12.518
1998-12-01,14.595999999999998
1999-01-01,16.910999999999998
1999-02-01,16.707
1999-03-01,15.856
1999-04-01,11.632
1999-05-01,10.395
1999-06-01,7.029
1999-07-01,6.484
1999-08-01,6.992000000000001
1999-09-01,9.395
1999-10-01,11.64
1999-11-01,12.783
1999-12-01,13.523
2000-01-01,14.927
2000-02-01,15.704
2000-03-01,13.834
2000-04-01,11.796
2000-05-01,9.724
2000-06-01,7.393
2000-07-01,7.305
2000-08-01,7.032
2000-09-01,9.086
2000-10-01,10.768
2000-11-01,10.845
2000-12-01,14.972999999999999
2001-01-01,14.533
2001-02-01,16.055999999999994
2001-03-01,14.164
2001-04-01,11.619000000000002
2001-05-01,9.378
2001-06-01,6.666
2001-07-01,5.029
2001-08-01,7.64
2001-09-01,9.667
2001-10-01,11.746
2001-11-01,12.77
2001-12-01,15.025
2002-01-01,15.698
2002-02-01,15.008
2002-03-01,14.405
2002-04-01,11.27
2002-05-01,9.4
2002-06-01,8.106
2002-07-01,6.2319999999999975
2002-08-01,7.415
2002-09-01,9.464
2002-10-01,9.411
2002-11-01,11.561
2002-12-01,14.001
2003-01-01,15.113
2003-02-01,14.922
2003-03-01,14.821
2003-04-01,11.094
2003-05-01,9.554
2003-06-01,8.245
2003-07-01,5.348
2003-08-01,7.053999999999999
2003-09-01,8.847000000000003
2003-10-01,10.0
2003-11-01,11.67
2003-12-01,14.495
2004-01-01,16.494
2004-02-01,14.552999999999999
2004-03-01,13.05
2004-04-01,10.239
2004-05-01,9.402000000000001
2004-06-01,7.567
2004-07-01,5.307
2004-08-01,5.9339999999999975
2004-09-01,8.215
2004-10-01,10.258
2004-11-01,12.729000000000001
2004-12-01,11.957
2005-01-01,15.468
2005-02-01,16.75
2005-03-01,14.436
2005-04-01,10.88
2005-05-01,9.45
2005-06-01,6.266
2005-07-01,7.1839999999999975
2005-08-01,7.6869999999999985
2005-09-01,9.504
2005-10-01,10.466
2005-11-01,12.488
2005-12-01,15.925999999999998
2006-01-01,15.404000000000002
2006-02-01,15.655
2006-03-01,12.981
2006-04-01,12.673
2006-05-01,8.913
2006-06-01,5.255
2006-07-01,6.3610000000000015
2006-08-01,6.85
2006-09-01,9.857
2006-10-01,10.225
2006-11-01,12.047
2006-12-01,12.225
2007-01-01,15.265999999999998
2007-02-01,15.547
2007-03-01,15.097999999999999
2007-04-01,10.968
2007-05-01,10.568
2007-06-01,6.229
2007-07-01,6.135
2007-08-01,7.324
2007-09-01,9.059
2007-10-01,10.092
2007-11-01,12.011
2007-12-01,14.725
2008-01-01,16.605
2008-02-01,16.035
2008-03-01,14.876
2008-04-01,11.759
2008-05-01,7.7170000000000005
2008-06-01,7.282999999999999
2008-07-01,6.58
2008-08-01,6.6610000000000005
2008-09-01,9.386
2008-10-01,10.276
2008-11-01,12.512
2008-12-01,14.37
2009-01-01,16.12
2009-02-01,15.571
2009-03-01,13.755
2009-04-01,11.547
2009-05-01,7.376
2009-06-01,5.567
2009-07-01,5.612
2009-08-01,8.353
2009-09-01,8.972000000000003
2009-10-01,9.154
2009-11-01,12.050999999999998
2009-12-01,13.765
2010-01-01,15.219
2010-02-01,16.444000000000006
2010-03-01,14.402999999999999
2010-04-01,12.19
2010-05-01,9.3
2010-06-01,6.6629999999999985
2010-07-01,5.816
2010-08-01,7.754
2010-09-01,9.191
2010-10-01,10.258
2010-11-01,13.283
2010-12-01,15.508
2011-01-01,15.91
2011-02-01,16.21
2011-03-01,14.232
2011-04-01,11.121
2011-05-01,10.74
2011-06-01,7.731
2011-07-01,5.974
2011-08-01,6.4079999999999995
2011-09-01,8.167
2011-10-01,10.774000000000001
2011-11-01,12.123
2011-12-01,14.569
2012-01-01,14.968
2012-02-01,15.077
2012-03-01,13.199000000000002
2012-04-01,11.7
2012-05-01,8.39
2012-06-01,5.837999999999999
2012-07-01,6.029999999999999
2012-08-01,7.4620000000000015
2012-09-01,8.987
2012-10-01,9.913
2012-11-01,11.271
2012-12-01,15.048
2013-01-01,15.623
2013-02-01,15.538
2013-03-01,14.85
2013-04-01,12.279000000000002
2013-05-01,9.006
2013-06-01,6.462999999999999
2013-07-01,6.751
2013-08-01,8.198
